0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
853.9817508034967,2824.1349200936547,2691.923701776666,765.2542338261779,2489.1479189948614,2368.5952208529766,-1084.526021700503,6330.888226043152,6237.303026060727,-332.67783399217734,1487.694363059793,1450.0206814560113,-313.2234812547451,1398.739441311166,1363.2179119532325,-327.80645069016646,1465.7846179999176,1428.6593286193458,-210.91596677920293,927.4365371428001,903.1350870080414,-378.315126371483,1351.3039368058928,1297.2663546032609
424.51919049550605,2102.321961217861,2059.014590895352,410.3229234521885,1961.8643360205203,1918.4751161896488,1206.306336244891,3663.6221941970653,3459.328345929127,112.87835221116228,863.8084714156739,856.4015138307358,107.03198385859432,814.0882900106191,807.021621992687,111.59312569434364,851.479425686759,844.1351708497989,75.23095666707476,552.4212919951784,547.2746906340351,203.9951494769021,1176.474795211399,1158.6539270884984
-1473.1048289794148,2165.5996512455677,1587.382755453912,-1309.5707745462116,2025.5861986176744,1545.3232135979958,1440.0946571700717,2885.880946793619,2500.887086106977,455.55015069435666,660.3081611083992,477.99678642089697,426.65623222839486,625.7778464762082,457.77982987575024,448.3165286842963,651.6295447866152,472.89888321635306,274.2266160674877,447.88169274817506,354.11548079566546,168.4986936109608,2015.8581712780453,2008.803712899761
-460.61202961803656,1940.2652600390024,1884.7986198757071,-432.53114330860365,1810.532243657098,1758.1080215362642,-852.4987829399598,1164.4647956430763,793.2364624612002,-67.80592500195317,361.22924097820317,354.8082877728736,-65.14127609140205,346.350320714723,340.16930903356814,-67.28312857004498,357.2610934631416,350.86816543013185,-50.230234074148846,278.47597804387607,273.9083677662104,-140.5636478409755,2344.105452228498,2339.8872263579306
950.1047232015421,1641.8423967690499,1339.0098844961747,885.2019029870588,1726.783516625878,1482.6324238458176,-219.14912581809878,1652.8632890941064,1638.2706470812907,-210.45818822385328,324.43460792700205,246.91125091878797,-198.24429399774206,318.68528910859493,249.5185632203856,-207.2655219049236,322.59196833538016,247.19745440431737,-136.10099821142128,306.1487311536059,274.2326819925328,112.18874226177972,2617.2512380347266,2614.8456415444543
1664.0543302927986,3994.7063957068767,3631.6115394870103,1602.2475446959338,4076.2895624900443,3748.191484273599,1598.1045511588513,3980.293136658887,3645.3799935396587,236.58559991861947,714.780035276561,674.4907358452809,237.93235066942128,711.6701336858742,670.7179553921258,237.0578934630818,713.6857021216684,673.1647915330576,1917.7851455223729,7706.04883238475,7463.597573738291,1645.571177113337,5840.187983016157,5603.560580382812
-1799.884942668641,5765.321590022585,5477.165985209436,-1784.1513005287738,5720.355140072261,5435.003869858108,-1851.2869526719962,6235.195123783717,5954.023417028411,-59.27540808234987,884.6600837906092,882.6720171440118,-63.37250719526358,884.0468368924783,881.7724962547779,-60.70974533945526,884.7490024037035,882.6636528571725,-1779.3075455734422,10480.630819466416,10328.489097259808,-1244.3619849852216,7937.4034406363535,7839.256127321614
-1960.8427926107195,4994.4190289544495,4593.399283694908,-1854.1593102361905,4955.803436553925,4595.876516402955,-1946.01272038161,5575.344341382871,5224.700854317208,-396.559960962961,600.6650055864995,451.1525754080148,-397.09716784621634,603.3585838567096,454.26360189001275,-396.72504838805696,601.8961314462326,452.6457655070181,-1289.7833724850966,7962.804346275378,7857.653078949402,-1795.2077043744935,6108.791610613523,5839.055081094596
2954.1734383434314,5055.806103558854,4102.930008295183,2821.6875645501677,5093.115905900948,4240.036428971356,4133.152306432993,5725.221649720801,3961.718686411164,381.09458205096155,675.2214323145066,557.3965394476869,384.78353760467513,679.0773678582923,559.5424029738748,382.59107865466984,676.4516202290584,557.8627618369723,2729.8302094257438,3666.1670721411856,2447.204124824669,2582.560441977743,2959.371465171662,1445.0816698041656
2231.3225809404653,6262.118453257434,5851.096227410079,2228.7794846641355,6410.054268599591,6010.102972090585,1542.0444351729832,7343.225911534406,7179.489240035278,213.08538243158657,1121.143641293898,1100.7078105508863,211.6813272432493,1124.9272016650273,1104.831310536792,213.0410446000025,1121.9271687736475,1101.5144508122407,-1377.1586029700734,8960.348182815404,8853.88466942894,-613.5584720444496,6682.990275010327,6654.765586950834
-4192.031940253934,8726.038064952747,7653.143701962949,-4063.041027119556,8890.59917317315,7907.872739869452,-5570.7964049877955,9040.372858770103,7120.011856714998,-578.4192066279007,1121.9606426072316,961.3672060995121,-581.3690234206875,1123.314573894571,961.1689188331143,-580.0193958024503,1122.9157443404165,961.5182106338665,-2906.8145450865472,11390.311031735979,11013.156432202333,-2789.7464860345567,6726.259350494813,6120.447646518735
-2173.7245886029314,8350.648375816005,8062.769357325157,-2250.0490956393446,8407.172050691204,8100.482760745555,-1027.6416221146499,8665.528218573501,8604.37865295288,-9.038084966190508,875.9826911485965,875.9360639978703,-6.994870017997455,876.6485375096591,876.6206306671407,-9.014330147388973,877.7471546368712,877.7008655146224,2471.853037048699,9052.778146316523,8708.773434282186,1568.0560981784572,4202.7586266817,3899.2794394750417
4145.758561960396,4749.445914923269,2317.309311402644,4133.15079921532,4792.101791511713,2425.14000650592,4632.66770492406,5207.402939767882,2378.1159166148364,486.4839243544264,623.0667861979251,389.28859655495637,487.16504603728845,624.1046283647565,390.0984556055016,487.5431607959942,624.1050226732954,389.6264181072504,2753.183867330895,5964.721485710486,5291.302391166584,2149.0085596249373,3667.356436001547,2971.744511114764
928.1351795429584,3421.4496667035264,3293.156982331761,953.96139194552,3490.9274541775726,3358.0548168557457,390.076437401409,2969.986486545114,2944.258837677967,-56.20033179812304,308.93607884413075,303.78120994783046,-56.721995342140566,308.6238609015651,303.3666144489119,-56.04340780382816,309.39240973642745,304.2742178434564,-2333.1345396963516,2763.171887562625,1480.4060591244186,-1187.1181790507646,1705.958959228756,1225.1719877388875
-1818.6422126585778,1956.778832410182,722.1661175275864,-1832.649139750999,1981.254331443513,752.8385327768532,-1856.1899142184225,2002.5035849369926,751.3851276404883,-174.27517599742188,216.52934436131085,128.50338517177968,-174.36869880559675,216.58926588967577,128.47749598848722,-174.69892824663768,216.85930549785505,128.48440703248062,-1059.8910736098926,2081.699261345474,1791.6759547329873,-848.6707301571772,1375.099835603372,1081.9692923789032
