0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
117.88283580655492,934.0782624792172,926.6098625950395,199.37247560397253,1231.9043891747692,1215.6640325515948,-62.953556193461075,972.9005838495862,970.8616769743579,140.78576407940866,1200.909277154242,1192.6283832727197,194.2468628360816,1200.2292425920746,1184.406345411694,153.0462605984282,1060.8024689751198,1049.7041108334042,134.94235152546105,1149.5564302631378,1141.6087544006077,108.07789827761461,847.7860423453901,840.8688015972248
5.860726258226292,308.17207374557995,308.1163399178585,-13.861249257760326,525.6324192486057,525.4496226415586,66.68220152895864,181.72460954477387,169.0482703651589,11.102349680963293,382.9949361667756,382.8339835502514,-6.980283258993382,501.39400998760493,501.34541874547403,-1.3022079694663116,407.5628224603214,407.56074210628736,10.550625961051468,366.2933340517694,366.1413536635696,0.46284817410912366,286.5566272994558,286.5562535014843
-315.80070854844314,478.90715287842136,360.03051753763447,-401.5712506502624,601.7561384450123,448.1640110578235,96.34254067007475,620.3861226746916,612.8597360445314,-396.40864027132596,616.7727753537486,472.51332926786745,-307.3633599977278,342.00637999642237,149.98709574214857,-177.36541112089233,442.68856492382224,405.60408830808154,-367.71876525819164,536.8316092538904,391.11518299742926,-152.72907929444943,188.2648837775385,110.07949310221163
124.76831344374118,711.8782132968818,700.8590860702063,113.18890499240754,704.7764585182252,695.6278662245435,-108.46951380050511,782.515471619935,774.9611783182764,188.05816703045411,893.3365135302535,873.3179559699518,-16.028119468779128,264.8926788703142,264.407319689501,-33.82088044747313,407.0020932977111,405.5944427559091,192.78654226223472,810.3982572816632,787.133206342947,-20.585509867930696,92.79264197129223,90.48044643728142
272.13557792524125,644.087241754606,583.7727316502127,241.84636558180378,561.9274725467192,507.2206816146364,97.48888771360842,617.0511008008676,609.301220884979,337.33957072131943,781.848655008627,705.3292375652345,220.6363772948545,339.9948976679897,258.68150195649747,82.70006516255805,267.2578280528836,254.14060257592323,302.07722565250265,743.8078517249462,679.7054288658921,70.29344012995436,98.43658141944323,68.91003436541877
-190.4048223777305,390.8209521091451,341.30194875330494,-153.8419784402082,321.6131316653772,282.4316769224262,94.63844176949817,408.22761018604115,397.10621634223725,-286.5525721115836,475.15856034202557,379.0293931643588,40.42349889641372,299.7070886715332,296.968482733333,78.00310355640325,199.855665901029,184.0048994682282,-292.3786648164598,461.219144350612,356.7041007272763,53.47843937772112,87.02700349847481,68.6567976215535
-103.2809033849329,241.88348588672713,218.72511456324966,-51.306690429748805,185.96276254735463,178.74499313656236,-197.67149946879354,222.52421717607257,102.19102469191051,-126.463943931301,313.94579274495015,287.3479278985598,-157.3493772590233,176.05531048496778,78.97243712939316,-82.10744229995396,99.5875830267686,56.356495739828084,-106.72949318748717,301.92691991312006,282.43349704340267,-34.69138085866281,50.518307632238624,36.72339172985936
94.69161444103344,122.04992126322264,77.00442477487584,82.10015970057898,111.86570980836788,75.9835561688804,-33.21392712526457,153.84756439369133,150.2195330667374,135.68758202856318,172.85834698120993,107.09289520933827,-14.787953135687808,105.30997535858599,104.26652076329529,-32.26549821489004,91.54415275641885,85.66953676094832,135.24213907644742,167.97047836494065,99.61749555260788,-33.11808263270801,48.57172469139583,35.530339742674514
42.23648320740891,80.34803407505814,68.3511965220578,25.14859092178402,70.46223178296478,65.82153509669168,86.63745896260546,100.3409798833539,50.618800345864415,65.92348464002379,124.35212531648773,105.43977069229626,63.06633737193374,68.41264446507842,26.512770756649672,27.733227081830194,66.18960729348947,60.099352985651976,56.92463193092847,112.92441767235779,97.52697260845038,10.309158446496816,28.329096502135194,26.38671940109857
-24.49051680236889,46.11560380438005,39.07510078036189,-25.11769250097347,63.771973813755,58.61711497104574,29.86503399772517,77.56045092164226,71.58004813831293,-32.74948502675005,77.41532157948508,70.14701166648344,19.399786031653427,41.989182806473636,37.23895506967839,15.315751643779333,55.19851884679693,53.03116286171996,-32.90692323825422,73.87393772964816,66.13995070058321,16.314450616438965,24.16826412890036,17.830975634778547
